material_id,formula,category,crystal_system,MQI,bulk_modulus_GPa,shear_modulus_GPa,density_g_cm3,melting_point_K,band_gap_eV,formation_energy_per_atom_eV
mp-450828,ZnRh,Nitride,orthorhombic,35.0958650898856,313.32,186.84,7.24,1088.0,0.216,-1.3166
mp-858239,Ag4In3Mn3,Nitride,trigonal,45.6206471562365,389.41,256.93,7.022,2250.0,2.266,-0.1467
mp-526807,Ca4Ba4Cd3,Chalcogenide,triclinic,14.978467412967813,34.33,20.75,3.605,1738.0,0.556,-0.1705
mp-579894,CeTeS3,Intermetallic,monoclinic,29.463630103054292,181.68,73.34,6.99,3079.0,0.0,-0.1391
mp-107598,Ca3V3Se2,Perovskite,cubic,26.714221503704753,151.05,57.92,3.04,1103.0,2.14,-2.7861
mp-833476,Ca3Mo,Semiconductor,cubic,11.61435300840548,48.74,12.55,2.613,312.0,2.182,-0.5042
mp-63299,La3Sn2F3,Intermetallic,orthorhombic,22.24092753530337,124.59,99.75,9.55,1621.0,0.0,0.5895
mp-720470,H4Zn,Sulfide,cubic,20.9151819883488,123.5,30.06,0.5,980.0,4.101,-1.1758
mp-645649,HHf4Pt2Al4,Semiconductor,cubic,21.81758803731079,65.6,30.29,2.652,1852.0,2.023,-1.5401
mp-693180,In4FeMo4Ge,Oxide,monoclinic,41.60761391530812,179.64,149.34,4.279,1331.0,4.181,-4.8635
mp-58783,Fe4V,Nitride,tetragonal,38.959995671488684,332.32,230.08,3.658,2832.0,0.712,0.6179
mp-151713,SeRh,Oxide,trigonal,30.935983760453862,26.66,21.82,7.801,2512.0,2.196,-3.6758
mp-684852,BiC2Ne3,Oxide,tetragonal,35.45501123840862,64.51,40.43,4.537,2909.0,4.222,-3.5855
mp-367469,Pb3Na2O3N2,Metal,cubic,31.859098510337844,202.64,119.44,11.131,1768.0,0.0,-1.1523
mp-333464,La2Br2Ge3,Semiconductor,cubic,26.196454119396563,141.93,88.37,7.31,1497.0,2.156,-0.5598
mp-531117,AgK2Mn,Halide,orthorhombic,32.27807038589112,125.29,73.45,6.995,906.0,2.727,-4.2786
mp-96760,Ge2Ca,Metal,cubic,28.83808288980918,122.44,96.75,5.35,2239.0,0.0,-2.0129
mp-947707,H2Si2,Halide,orthorhombic,34.5071733715486,131.1,86.98,3.025,1780.0,4.117,-3.5283
mp-439006,Ir2K3,Oxide,tetragonal,29.371552794575297,98.64,36.97,5.142,2306.0,3.841,-1.7702
mp-802835,LaSi2,Metal,cubic,24.60506526442046,165.25,65.6,5.768,977.0,0.0,-2.2848
mp-461302,Fe4Os,Ceramic,monoclinic,40.31488404600008,163.2,127.89,4.518,1678.0,3.873,-4.5473
mp-85227,Sr2,Perovskite,cubic,27.57328148488929,55.88,39.92,4.192,1804.0,1.372,-3.8744
mp-431291,Ru3Ar,Semiconductor,hexagonal,22.022769453228435,64.92,34.83,0.5,2259.0,1.375,-1.6534
mp-535013,Y4Pt2,Metal,trigonal,21.928174311159463,87.56,32.26,9.846,1544.0,0.0,-1.2255
mp-440004,Re4Mo3,Chalcogenide,orthorhombic,10.966466348067417,34.39,16.32,0.5,1119.0,0.343,-0.4247
mp-172752,CuNb4Cl2B,Metal,orthorhombic,29.04595391006993,195.44,138.33,9.794,1508.0,0.0,-0.4657
mp-261579,Y3Ir3,Oxide,trigonal,29.212649212492067,97.06,47.87,4.375,1811.0,1.944,-3.4339
mp-926873,Os3Ag3,Chalcogenide,tetragonal,19.57707822237758,98.53,66.76,3.786,977.0,0.05,-1.6199
mp-757859,Mn4,Intermetallic,tetragonal,22.4415357093764,154.9,86.94,8.19,1368.0,0.0,0.0
mp-447315,Mn2Bi3NeIn,Metal,monoclinic,21.63030946338054,120.59,76.76,8.748,1065.0,0.0,-0.7575
mp-51921,Ta2Y3Al2,Sulfide,trigonal,12.655230716244393,59.44,20.42,2.359,712.0,0.407,-0.8949
mp-457526,AlTe2Mo,Metal,hexagonal,21.88713559911713,279.29,54.87,7.288,1014.0,0.0,0.6409
mp-650954,NbCd4,Carbide,monoclinic,24.502223144783397,162.1,65.08,2.294,2285.0,0.009,-0.8869
mp-718354,Pb3H3AgIn,Metal,hexagonal,24.364586047671427,121.59,59.64,10.207,1451.0,0.0,-1.2366
mp-638973,La3Ni2Ti4,Alloy,cubic,28.57277730233661,171.83,67.28,8.272,1857.0,0.0,-1.776
mp-704097,CrCdNa3,Oxide,tetragonal,28.41942725754265,124.28,39.93,1.945,1770.0,2.408,-3.2212
mp-351888,ZnAu3Nb2,Metal,hexagonal,27.67652947763981,137.04,137.17,6.032,1819.0,0.0,-1.079
mp-964464,Be4Sr4,Oxide,triclinic,38.282750104119124,173.48,139.82,4.281,1346.0,4.408,-3.6735
mp-328155,S3PGa4Ar3,Oxide,cubic,44.8159481336283,176.62,165.5,2.826,2674.0,5.056,-3.543
mp-232828,Be2Y,Carbide,cubic,44.945149573814106,380.37,210.14,9.712,2100.0,1.214,-1.1392
mp-21361,Pb4O3,Semiconductor,hexagonal,13.07802596009065,47.86,14.45,6.849,767.0,3.302,1.1305
mp-251432,S2Al2,Intermetallic,monoclinic,23.763768758187346,196.94,95.48,8.979,522.0,0.0,-0.9622
mp-731672,Re3Ca3,Intermetallic,cubic,25.111701197357192,135.31,72.76,11.303,1559.0,0.0,-0.6679
mp-828999,Ce2,Oxide,cubic,28.46813064969139,152.51,47.31,5.262,1559.0,3.326,-1.8696
mp-777580,N2,Boride,orthorhombic,13.060026073806696,77.93,43.0,3.043,750.0,2.942,1.1339
mp-366234,Ir3Hf2,Oxide,hexagonal,29.145839065855682,170.47,17.79,6.224,2002.0,2.353,-2.0206
mp-635660,AuCo4Si4,Ceramic,trigonal,49.66950327362436,296.15,175.51,6.958,3015.0,4.71,-2.2817
mp-577486,Re,Metal,monoclinic,25.449113483125117,153.87,55.37,11.068,2124.0,0.0,0.0
mp-35213,V2Bi2Pd2,Metal,hexagonal,21.01596730394128,115.58,105.47,0.5,2378.0,0.0,0.3948
mp-266983,Bi2Cd4W4Sn,Halide,cubic,25.76360392538421,103.28,42.7,3.55,996.0,4.119,-2.4846
mp-453088,B3Ne,Alloy,tetragonal,18.553584268814895,78.96,47.85,5.434,1469.0,0.0,-0.7444
mp-909168,Zn4Li,Intermetallic,orthorhombic,26.892588086136044,164.28,106.33,11.69,1675.0,0.0,-0.0212
mp-262809,MgPt2Na2,Nitride,orthorhombic,29.454079886376643,205.7,145.12,7.139,928.0,0.816,-1.4438
mp-739879,Sn2La4Ar2,Metal,monoclinic,21.230955376559553,141.27,69.45,1.613,867.0,0.0,-2.2644
mp-898903,Pt2Hf4V2W4,Intermetallic,orthorhombic,26.31075375230626,303.8,89.48,3.014,1446.0,0.0,-0.278
mp-852049,HeF3,Nitride,cubic,37.45584793546982,316.52,290.96,4.755,200.0,1.56,-1.459
mp-98633,Ti2Al2Ca2,Metal,monoclinic,26.143347378253964,124.72,22.04,10.441,1735.0,0.0,-2.1317
mp-921930,Sc3Sb3RuCl,Intermetallic,cubic,30.96397619717512,150.14,62.94,9.048,2550.0,0.0,-1.8391
mp-512045,OsGa2,Nitride,monoclinic,31.110477083014043,266.84,181.24,2.599,972.0,0.012,-1.7821
mp-242004,Ir3Cr,Metal,trigonal,21.85374017803221,166.81,59.24,9.579,1235.0,0.0,-0.0633
mp-42106,YSe2TaHe3,Chalcogenide,cubic,14.358792231748923,77.61,25.78,5.895,340.0,0.582,-0.9813
mp-989920,Ti4,Ceramic,tetragonal,46.66814826746917,196.53,182.05,2.816,2166.0,9.143,-2.4547
mp-422697,Y2Ir2,Halide,tetragonal,21.854987602754765,2.0,1.19,7.028,1257.0,2.796,-2.7279
mp-494456,C2Ni2,Intermetallic,monoclinic,19.36557351254992,74.84,24.94,7.978,1697.0,0.0,-0.6742
mp-613300,Si2Ga2,Metal,tetragonal,27.44132592623219,195.09,104.24,8.246,1349.0,0.0,-1.0886
mp-8552,Al2Os3Ir3Bi3,Oxide,cubic,35.946056492518885,35.58,14.46,4.612,2283.0,6.168,-4.7542
mp-365849,V3Se3F2,Intermetallic,cubic,23.595718975880906,176.03,68.04,10.379,1394.0,0.0,-0.0227
mp-754158,Ta3Fe,Metal,tetragonal,26.165881214714084,105.68,63.44,14.674,1152.0,0.0,-1.6643
mp-305816,OIrF,Intermetallic,tetragonal,25.633360966918076,188.39,100.63,6.026,1600.0,0.0,-0.5914
mp-272096,Ne4OsCl2,Intermetallic,cubic,21.31685986932913,139.45,63.08,9.351,761.0,0.0,-0.9967
mp-486826,Bi4Ne3ScCd4,Oxide,hexagonal,43.52351995754641,182.92,96.72,2.763,2852.0,4.031,-4.5279
mp-27957,CrGe4,Perovskite,cubic,17.16914441053785,2.0,0.97,5.006,1227.0,0.284,-2.5884
mp-168753,PbSc2,Oxide,monoclinic,32.30618997205711,53.08,30.85,3.981,1962.0,5.236,-3.8418
mp-39869,O4NiY4,Oxide,tetragonal,42.34363622186915,240.09,147.59,3.7,1986.0,5.468,-2.714
mp-764511,CrAu3Na3,Sulfide,orthorhombic,10.59968349181129,9.02,5.15,3.064,798.0,0.958,-0.5485
mp-457947,Al4K2,Intermetallic,monoclinic,16.493339914175746,64.9,41.29,5.691,894.0,0.0,-1.1424
mp-5965,TeCo3,Halide,cubic,30.546335824071434,93.3,42.74,4.566,1550.0,5.633,-2.6661
mp-786409,Ar2Ni4,Semiconductor,tetragonal,14.01448599132679,60.76,25.28,4.589,380.0,1.781,-0.7101
mp-97365,Bi2Cr3,Alloy,hexagonal,26.48862679423043,260.02,38.32,0.5,1655.0,0.0,-2.1887
mp-726242,SSc4,Perovskite,orthorhombic,21.863613975008903,77.01,50.31,1.882,1728.0,0.317,-2.2135
mp-143615,ReSi2,Metal,hexagonal,15.868230327532407,63.93,47.95,10.504,508.0,0.0,-0.3937
mp-112838,W2Na2OCu,Halide,orthorhombic,30.378508214244405,2.77,1.55,3.591,1272.0,5.364,-5.5335
mp-175766,Hf2Zr,Ceramic,cubic,36.12771471083172,189.89,103.07,4.391,2353.0,2.491,-2.5857
mp-236567,BaK2,Semiconductor,cubic,20.241910459814303,81.2,8.29,5.822,1166.0,1.438,-1.8639
mp-718719,Ga4,Oxide,monoclinic,48.610040415358654,212.24,121.73,5.813,1840.0,9.536,-3.8999
mp-906869,Na4Be2Au3Zr4,Halide,cubic,28.688678741945893,52.43,26.33,7.686,985.0,8.21,-1.8253
mp-75435,Si3Zr2,Ceramic,triclinic,48.962655405805215,174.17,138.1,5.181,2537.0,8.268,-3.9018
mp-498859,Bi4,Metal,hexagonal,26.94833097027983,233.06,113.51,9.093,1333.0,0.0,0.0
mp-679262,Si3Ne3,Chalcogenide,hexagonal,16.890069516614247,115.64,55.71,1.73,943.0,0.679,-0.6866
mp-143552,Li2Cl2Mg3,Perovskite,hexagonal,22.675944382342692,84.43,42.01,1.072,2140.0,0.127,-2.1853
mp-142033,GeNb3,Ceramic,cubic,51.12180651328609,256.86,120.47,3.574,1970.0,8.004,-5.3004
mp-284688,FeTa4,Ceramic,hexagonal,45.999984227627465,248.32,147.95,3.203,2320.0,4.737,-3.9726
mp-234971,N4Ru,Sulfide,orthorhombic,15.583564038745912,115.64,52.81,2.39,1420.0,0.397,0.5568
mp-281494,S4,Metal,hexagonal,25.21783853528988,124.94,65.11,11.354,2172.0,0.0,0.0
mp-152074,WFe3,Carbide,tetragonal,34.41837858784044,194.63,130.54,6.252,2848.0,0.227,-1.2203
mp-302114,Co4N4,Metal,hexagonal,19.39970285103793,130.4,37.5,3.516,1364.0,0.0,-1.1093
mp-279513,ScNi2,Nitride,cubic,36.190278557918035,290.89,255.83,5.857,1453.0,0.15,-0.4461
mp-885511,Au2Pd3Ca3,Intermetallic,monoclinic,19.060679821801923,114.18,88.49,0.5,1090.0,0.0,-1.2861
mp-504887,Re,Oxide,monoclinic,49.88422549080141,250.91,159.82,7.937,2044.0,6.945,-3.6052
mp-278759,Zr2H2W3,Semiconductor,trigonal,18.045615514001916,33.24,14.57,4.874,1092.0,1.213,-1.9967
mp-153500,HfHe2La,Metal,tetragonal,20.121429426757878,113.21,81.64,6.662,1103.0,0.0,-0.5423
mp-368162,NeSi,Nitride,cubic,24.82218374018237,102.12,93.37,4.064,1885.0,1.429,-0.9061
mp-381262,He4Ni,Alloy,hexagonal,18.42550931547951,81.54,52.58,6.671,1070.0,0.0,-0.9543
mp-667888,ClCa3Ru2,Metal,cubic,23.96948268240518,132.14,71.84,6.013,1727.0,0.0,-1.1138
mp-163479,CdZn4,Metal,hexagonal,27.380343747996463,161.16,109.65,1.256,2422.0,0.0,-1.1697
mp-466561,S4,Nitride,cubic,36.28706981411491,263.62,157.64,4.831,1039.0,3.167,-2.2097
mp-294648,Pt2Zn,Intermetallic,trigonal,18.21647942029842,68.33,45.62,6.976,1170.0,0.0,-0.974
mp-8113,SbZnCr4,Sulfide,orthorhombic,14.284391483436616,66.25,55.57,0.5,1851.0,0.877,0.955
mp-686259,Sb3Ti3,Oxide,monoclinic,44.02785810887224,173.3,93.65,3.663,2619.0,5.551,-4.363
mp-295251,Ce3N,Boride,cubic,24.492862781125197,121.19,80.69,10.504,1311.0,0.655,-0.7167
mp-952140,Sb4Ti4Sc2,Ceramic,cubic,53.91421327181629,225.53,142.72,6.418,2917.0,8.118,-4.232
mp-42941,Re2Hf2Zr2In3,Intermetallic,cubic,25.165722906778758,121.48,81.43,12.82,749.0,0.0,-1.7265
mp-908407,P4Co2,Oxide,monoclinic,38.65190919923153,163.46,92.28,7.293,2672.0,1.957,-3.3304
mp-799713,NiK,Intermetallic,monoclinic,29.236087615170536,163.66,98.01,13.015,1758.0,0.0,-0.7176
mp-303545,Sr4Be,Sulfide,cubic,21.127687450495603,109.66,31.66,5.388,1958.0,0.871,-0.4187
mp-474014,Cu4Cr3,Silicate,orthorhombic,26.189643405532898,49.23,38.83,3.559,1381.0,7.098,-1.402
mp-73033,Re3,Sulfide,cubic,24.89956644874603,170.45,100.44,5.528,481.0,1.965,-1.5171
mp-430941,Nb,Sulfide,cubic,22.49690941203003,149.25,51.31,1.636,1701.0,1.546,-0.8704
mp-476321,Ca3V,Nitride,orthorhombic,35.18816214162164,220.7,125.64,2.073,1972.0,3.391,-1.9734
mp-718969,FAg2Mn3,Silicate,orthorhombic,14.656067655190222,14.54,8.33,0.5,700.0,4.359,-1.0266
mp-837137,He2Ni2,Phosphide,tetragonal,21.263520301277737,97.23,63.28,6.726,436.0,1.024,-2.1617
mp-668664,Zr4,Oxide,triclinic,40.15073704201953,244.59,164.48,4.868,1889.0,3.459,-2.3545
mp-956413,Mo2Ru4,Oxide,tetragonal,48.07850767039829,136.01,80.68,5.94,3526.0,5.017,-5.0901
mp-964671,O3F4,Semiconductor,cubic,19.770694636747432,97.34,84.64,1.677,1538.0,2.625,0.4001
mp-404088,Ti3PdIn2,Carbide,orthorhombic,35.30489370363635,276.32,156.79,3.193,1440.0,3.263,-1.2883
mp-53554,Ba3P,Metal,cubic,21.589902324011668,44.67,24.15,9.493,2049.0,0.0,-1.1269
mp-253089,Ne3P3BeN,Nitride,orthorhombic,43.41152767544477,416.91,220.62,3.923,1898.0,0.953,-1.4623
mp-604765,Cd4Cl3B4,Ceramic,cubic,39.82284769877405,204.47,111.75,6.895,1780.0,5.035,-2.8171
mp-309394,SIr4Mo2He4,Intermetallic,hexagonal,19.3256422379248,102.37,54.52,7.65,1032.0,0.0,-0.8271
mp-177457,Ta4Te,Metal,trigonal,22.346373445226675,134.76,70.36,5.38,1364.0,0.0,-1.1824
mp-834979,Te4Br3Cu3,Nitride,hexagonal,30.10226045642414,346.64,167.73,4.22,1319.0,1.395,1.1231
mp-287520,SiTeCa2,Metal,trigonal,23.551722622309548,188.97,96.0,6.841,1189.0,0.0,-0.3426
mp-641616,VCu2,Semiconductor,cubic,15.343482479877999,26.59,17.9,6.068,1741.0,2.631,1.0744
mp-42136,Ga3B2Li4,Phosphide,hexagonal,11.495548666292406,103.68,31.04,3.261,532.0,0.143,0.1902
mp-376489,Fe3Cl4O,Carbide,cubic,39.56171680500848,349.25,191.7,0.537,1904.0,3.047,-1.1406
mp-966192,Pd2Nb3,Metal,trigonal,33.95673717450812,213.92,182.97,7.744,1465.0,0.0,-1.7786
mp-972730,RuGe2,Metal,cubic,28.35161977972941,127.57,107.67,7.136,2456.0,0.0,-0.7966
mp-393814,Zr4Li3,Metal,trigonal,30.076029242122065,163.36,91.4,7.316,1961.0,0.0,-2.0556
mp-893454,Ge3Ta2,Metal,cubic,26.377310131230008,180.38,118.06,12.873,1094.0,0.0,-0.0489
mp-268808,Pt3SiNe4Co4,Ceramic,orthorhombic,36.13422922643244,109.71,43.38,3.778,2116.0,5.511,-3.9492
mp-290833,O4Os2Pd4He2,Carbide,monoclinic,43.57166645393116,381.93,250.79,2.523,2507.0,4.359,0.9623
mp-958486,Ga3Ir,Ceramic,monoclinic,40.74598604796464,229.88,107.4,4.039,1966.0,3.073,-4.1778
mp-730470,Zn4ArRh3,Phosphide,hexagonal,23.098720427606985,81.62,43.99,5.068,1564.0,3.012,-1.0154
mp-693712,Ba3Ca3,Metal,hexagonal,14.318795494576815,93.45,40.54,7.867,646.0,0.0,0.1829
mp-485201,K4Sc3Mo4,Perovskite,cubic,20.644386891753147,31.56,19.82,4.562,1290.0,2.363,-2.1238
mp-379527,Hf2,Metal,hexagonal,26.390670938872816,177.16,160.14,9.868,1034.0,0.0,0.0
mp-283298,Hf2Nb4K4Se,Ceramic,trigonal,26.452668828512508,8.22,3.16,5.519,2029.0,5.852,-1.9636
mp-886766,AlCo2P2,Semiconductor,cubic,15.282462188131671,62.1,34.04,3.537,479.0,2.622,-0.6634
mp-199415,Mo3Br4Cl2,Semiconductor,orthorhombic,26.83037394657587,134.49,61.44,6.438,1615.0,2.59,-1.2281
mp-689070,S3Os2Ag4Zn3,Perovskite,tetragonal,18.010989325553464,20.15,7.36,4.321,1040.0,0.179,-3.0355
mp-550404,Ti3Sc,Halide,hexagonal,30.524462801237622,59.49,36.88,3.164,1711.0,6.165,-3.034
mp-137752,K4Mn2,Oxide,hexagonal,38.454719977514436,232.29,71.71,2.466,1536.0,8.425,-2.2898
mp-170498,Co3Se4,Perovskite,tetragonal,28.888893597900847,87.2,43.51,8.216,1363.0,0.176,-4.3437
mp-696304,Na4Si,Semiconductor,cubic,15.30742878446935,2.0,1.71,1.695,1733.0,1.62,-1.03
mp-990596,Ga4Ir4SbNb2,Perovskite,cubic,23.74649808138585,114.91,39.62,5.588,1044.0,1.777,-2.232
mp-822752,Be2SePt2O3,Metal,cubic,20.64012605763362,119.48,66.83,10.366,1620.0,0.0,0.6743
mp-44407,In4,Ceramic,cubic,37.93391063024872,214.37,124.17,5.082,1505.0,6.323,-1.8583
mp-589776,BrLa4Ar3,Semiconductor,tetragonal,17.843357092665673,95.79,47.19,3.873,1295.0,0.387,-0.6464
mp-798682,RePb3He3V2,Metal,trigonal,30.82919477910749,209.84,127.56,5.486,2116.0,0.0,-1.0928
mp-70828,K2Mg,Carbide,hexagonal,50.21864737119258,391.04,284.09,6.518,2893.0,0.84,-1.1924
mp-266342,COs2,Metal,monoclinic,26.44264053945867,246.99,133.49,1.657,1446.0,0.0,-0.5784
mp-504989,SbPt2,Metal,orthorhombic,21.78025201604698,77.97,40.37,9.424,1258.0,0.0,-1.7031
mp-283256,Ru3Si4Br2Ta,Semiconductor,cubic,17.100723945932096,92.11,93.15,3.524,526.0,2.41,0.1854
mp-323673,SrY3,Ceramic,hexagonal,40.24122421938321,247.85,23.66,4.169,2573.0,2.88,-4.4442
mp-963808,Cl4IrIn2,Chalcogenide,hexagonal,14.564256779092593,6.39,1.94,1.286,1625.0,0.823,-1.3251
mp-934953,Ta3KHf3,Chalcogenide,tetragonal,20.20327141713701,89.6,64.34,1.794,1050.0,2.107,-1.3202
mp-572042,K3S2,Chalcogenide,cubic,22.969877146685278,115.6,72.45,2.031,1717.0,4.119,0.2612
mp-17184,Ag2Nb4,Boride,cubic,31.92772238939471,239.42,215.7,4.752,1206.0,1.048,-0.4757
mp-204344,K3Os2He3,Boride,cubic,28.358511204898218,237.51,105.5,7.755,1538.0,1.147,-0.0299
mp-959392,Cr3Au,Carbide,cubic,48.648475943941946,389.96,267.74,7.012,3058.0,1.414,-0.2425
mp-558258,Mo2CdSn2,Metal,cubic,23.952852295306762,210.78,108.52,0.5,1148.0,0.0,-1.3373
mp-902022,In2K4,Metal,monoclinic,19.978424735944017,122.74,58.33,0.5,1523.0,0.0,-1.4157
mp-287172,Pd3In2NiCd2,Oxide,hexagonal,45.51148064716213,149.88,89.78,4.748,2247.0,7.789,-4.6372
mp-169286,Sr3,Semiconductor,monoclinic,17.4030599620744,41.96,21.65,5.151,1406.0,2.341,-0.3361
mp-606038,Ti4P3Se4,Semiconductor,cubic,19.927560951914923,28.01,18.44,3.576,1916.0,2.574,-0.9943
mp-567070,HeSc3,Metal,tetragonal,25.628100824067154,71.16,17.85,7.541,2723.0,0.0,-1.7869
mp-571977,Y3Te2,Ceramic,hexagonal,44.54666845743932,125.08,93.38,6.903,2187.0,3.997,-6.0841
mp-801229,Pt4Sr2Hf4Zn2,Metal,cubic,26.041826568250986,169.8,78.79,12.343,882.0,0.0,-1.3042
mp-371074,Ba4Ce4Ne4,Metal,hexagonal,20.074097897162268,128.42,38.32,4.537,1667.0,0.0,-0.6814
mp-407503,He4Cd4,Oxide,tetragonal,32.39133723056431,72.48,36.31,4.656,2101.0,5.196,-3.1344
mp-57342,Bi2Nb,Oxide,triclinic,44.20752327182412,333.12,158.8,3.346,1454.0,5.204,-2.9521
mp-266714,Ne2Fe2,Perovskite,trigonal,18.426806822257163,61.42,30.55,5.519,705.0,0.122,-2.4634
mp-645020,SbBr3,Semiconductor,orthorhombic,17.721786120221985,49.86,26.76,2.396,1286.0,1.498,-1.4443
mp-263353,Br,Semiconductor,cubic,25.634657344740635,115.2,70.17,4.315,937.0,2.357,-2.532
mp-733628,Pb2AgPd4,Ceramic,triclinic,45.848389629680455,227.11,93.96,4.802,2158.0,7.323,-3.9254
mp-550105,Ce4,Sulfide,cubic,14.166289774416489,57.76,20.31,6.468,670.0,2.087,0.1097
mp-9589,Cu4Au3,Intermetallic,orthorhombic,34.142094520340166,242.73,102.57,8.017,2977.0,0.0,-0.4893
mp-286049,B3Ag4Zr3Ne2,Semiconductor,cubic,16.930142714918624,73.59,29.69,2.295,1222.0,0.1,-1.5471
mp-836400,RuMn4Zr,Silicate,cubic,36.611462554222115,120.72,74.44,6.578,642.0,6.618,-4.6334
mp-96340,CoC3,Ceramic,cubic,34.20136219912522,192.74,76.43,2.537,1835.0,4.858,-2.3539
mp-445556,Ni4Mg,Silicate,trigonal,23.217241189056573,2.0,1.36,6.306,906.0,4.572,-3.1075
mp-521537,NbCe3,Nitride,orthorhombic,32.05112653035403,356.39,174.61,4.366,277.0,0.118,-1.6899
mp-488564,Fe2Si,Semiconductor,cubic,13.179465950869288,79.81,32.82,1.426,629.0,1.506,-0.3437
mp-920402,Ca4W4BiTa2,Boride,hexagonal,24.726403201937416,197.0,76.02,1.526,1931.0,3.523,0.7672
mp-285914,SnIn2S3C4,Oxide,orthorhombic,38.96629401758493,136.94,57.97,4.638,2867.0,4.49,-3.4959
mp-210468,Ba4Sc,Oxide,tetragonal,44.12786559686665,309.09,175.41,4.819,2697.0,3.766,-1.3197
mp-96469,Cu3Pb,Oxide,cubic,36.11103154577836,186.07,92.07,2.662,2537.0,2.5,-2.9107
mp-741769,N2Zn4Cd4Mg3,Semiconductor,cubic,16.760513590271657,60.72,29.17,4.137,942.0,0.64,-1.4785
mp-728605,Mn2H2Te2,Chalcogenide,cubic,17.304625344443416,94.42,47.52,4.036,620.0,1.873,-0.7713
mp-870217,Mg2P2,Nitride,cubic,36.50009149138056,245.3,154.26,5.254,1703.0,0.886,-2.5954
mp-79022,Cu4Bi3,Metal,cubic,25.610174329130118,138.01,80.99,7.606,2115.0,0.0,-0.5334
mp-983565,CuLiMo2,Sulfide,orthorhombic,19.54812648072946,45.83,9.35,4.41,1109.0,3.038,-1.6738
mp-829917,N2Sn4Y3Be2,Sulfide,trigonal,13.164336380054305,2.0,1.26,5.316,853.0,0.735,-1.3018
mp-684993,Ta4Al,Ceramic,monoclinic,51.62111682435613,118.49,67.39,6.7,2946.0,10.718,-4.9648
mp-240728,Ca3Re3,Oxide,orthorhombic,36.858851535360614,199.16,100.24,6.916,1796.0,4.113,-2.3672
mp-499274,Os2Cr2,Metal,hexagonal,22.925306034631184,129.74,92.64,6.852,1568.0,0.0,-0.4037
mp-245930,ScTe4H3,Metal,monoclinic,25.058878248924394,161.28,84.52,9.941,1489.0,0.0,-0.435
mp-443996,Be2YPt4,Alloy,monoclinic,28.128966676525167,230.87,127.99,10.013,996.0,0.0,-0.5758
mp-780185,S2Cd2,Metal,cubic,22.682172080608584,156.69,72.81,5.566,963.0,0.0,-1.5639
mp-210690,BaCe3,Sulfide,tetragonal,20.300484690894955,40.42,22.4,4.872,2200.0,1.576,-0.6452
mp-847857,ReV2Fe,Oxide,monoclinic,45.185294789383285,250.4,169.76,6.227,3148.0,5.367,-0.8795
mp-683026,Nb2FHe4,Nitride,orthorhombic,29.14463247117567,209.18,92.11,5.072,1285.0,1.427,-1.8623
mp-816038,Na3V3,Intermetallic,orthorhombic,35.91414257753504,277.95,82.77,10.873,3071.0,0.0,-0.319
mp-848438,Ne3Nb3,Intermetallic,hexagonal,25.64906382393969,118.66,84.86,8.351,2236.0,0.0,-0.4012
mp-931917,Ag2Mn2,Oxide,orthorhombic,40.838418146986214,255.72,107.16,3.857,2420.0,3.999,-2.6737
mp-456812,Re4V4,Oxide,cubic,32.685265186762535,91.71,52.7,3.99,1387.0,6.825,-3.1399
mp-924038,Be2K2,Alloy,trigonal,16.72760670528217,61.85,34.18,8.082,1128.0,0.0,-0.5355
mp-201059,Mo3SPd3,Metal,cubic,28.757448626012447,183.4,208.98,6.884,1303.0,0.0,-0.0777
mp-363609,S2Sn3,Halide,hexagonal,23.417508075659875,55.41,26.09,5.576,886.0,1.674,-3.5518
mp-559122,AlFe,Silicate,monoclinic,29.700083884565554,84.24,34.23,2.924,1295.0,4.423,-3.9961
mp-161069,He2La3N4,Oxide,cubic,39.34419523632253,279.75,182.48,5.569,2513.0,1.71,-0.8674
mp-736559,AlCd2,Nitride,hexagonal,36.025267167750116,299.67,183.33,4.114,1249.0,1.688,-1.616
mp-348438,N,Chalcogenide,cubic,19.524642194714232,104.46,53.76,6.402,1230.0,2.095,0.2177
mp-803664,BiZn3Mg2Ta,Nitride,triclinic,35.989364449585416,360.76,143.54,9.135,623.0,2.169,-1.2205
mp-558438,K2B2,Nitride,monoclinic,30.7664846727754,264.83,145.81,4.691,973.0,3.006,-0.4355
mp-5062,Sn,Alloy,cubic,23.333347335593857,141.86,106.42,6.965,1625.0,0.0,0.0
mp-509775,Hf4,Oxide,cubic,49.346634140774306,222.2,201.92,5.005,2658.0,5.538,-3.2945
mp-457406,Sr2Ni4H,Semiconductor,cubic,18.074196613841163,15.47,7.88,4.309,1372.0,2.404,-1.466
mp-752854,Pd4Zn2,Carbide,orthorhombic,35.20651497662398,294.14,174.85,5.538,1297.0,1.258,-1.374
mp-505168,Cu4Sc2Pb4,Semiconductor,orthorhombic,19.566172227905025,88.44,62.71,5.053,1145.0,2.187,-0.2335
mp-504231,Sn2Rh2,Oxide,cubic,55.61045338391025,264.98,202.12,3.444,3061.0,6.579,-4.3182
mp-454039,Re4LaSn2,Intermetallic,hexagonal,23.921560970169594,131.85,88.41,6.917,1692.0,0.0,-0.6384
mp-884391,S4Co3,Oxide,orthorhombic,33.511132364167764,190.13,95.62,4.55,2173.0,2.707,-1.8358
